KEY_SKU_MEDICAMENTO;QTD_VENDIDA;DATA
CEFALEXINA MONOIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS PVC TRANS X 8;2;2021-02-01
CEFALEXINA MONOIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 10;10191;2021-02-01
CEFALEXINA MONOIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 40 (EMB FRAC X 2);1;2018-09-01
CEFALEXINA MONOIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 8;3154;2021-02-01
CEFALEXINA MONOIDRATADA 500 MG COM CT BL AL PLAS TRANS X 10;1597;2021-08-01
CEFALEXINA MONOIDRATADA 500 MG COM CT BL AL PLAS TRANS X 8 ;1419;2020-09-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL /AL X 8  ;3600;2021-10-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL PLAS INC X 10;13487;2021-10-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL PLAS INC X 8 ;783;2021-08-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL PLAS LEIT X 8;19362;2021-10-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL PLAS LEIT X 8 ;16560;2019-10-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL PLAS PVC TRANS X 200;3;2017-10-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL PLAS PVC TRANS X 8;1844;2019-12-01
CEFALEXINA MONOIDRATADA 500 MG COM REV CT BL AL PLAS TRANS X 8;19863;2021-10-01
CEFALEXINA MONOIDRATADA 500 MG DRG CT BL AL PLAS INC X 8 (CANCELADA);54;2021-05-01
CEFALEXINA MONOIDRATADA 500MG COM REV CT BL AL PLAS LEIT X 10;139600;2021-10-01
CEFTRIAXONA 1 G PO P/ SOL INJ IM CT FA VD INC + AMP DIL PLAS INC X 3,5 ML ;46;2021-08-01
CEFTRIAXONA 1 G PO P/ SOL INJ IM CT FA VD INC + AMP DIL VD INC X 3,5 ML  ;372;2021-10-01
CEFTRIAXONA 1G IM PO SOL INJ CT FA VD TRANS + DIL X 3,5 ML;3863;2021-10-01
CEFTRIAXONA 500 MG PÓ P/ SOL INJ IM CT FA VD INC + AMP DIL PLAS INC X 2 ML ;737;2021-10-01
CEFTRIAXONA 500 MG PÓ P/ SOL INJ IM CT FA VD INC + AMP DIL VD INC X 2 ML ;185;2021-10-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA + CLORIDRATO DE LIDOCAÍNA MONOIDRATADA 1000 MG PO SOL INJ/INFUS IM CT FA VD I TRANS + DIL AMP VD TRANS X 3,5 ML;24;2021-10-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G IM PO ESTÉRIL CT FA VD TRANS + AMP DIL X 3,5 ML;2316;2021-10-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G IV PO ESTÉRIL CT FA VD TRANS + AMP DIL X 10 ML;874;2021-10-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G PO P/ SOL INJ IV CT FA VD INC + DIL AMP VD INC X 10 ML ;201;2021-09-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G PO SOL INJ CT 25 FA VD TRANS X 10 ML ;2;2018-11-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G PO SOL INJ CT 50 FA VD TRANS X 10 ML  ;28;2018-03-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G PO SOL INJ IM CT FA VD TRANS + DIL AMP VD TRANS X 3,5 ML;35;2021-06-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G PO SOL INJ IV CT 50 FA VD TRANS + 50 DIL AMP PLAS TRANS X 10 ML ;10;2020-08-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1 G PO SOL INJ IV/IM CT FA VD TRANS;33;2021-09-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1G PO SOL INJ IM CT 5 FA VD TRANS + 5 DIL AMP VD TRANS X 3,5 ML;114;2021-10-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 1G PO SOL INJ IM CT FA VD TRANS + DIL AMP VD TRANS X 3,5 ML;22287;2021-10-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 500 MG IM PO ESTÉRIL CT FA VD TRANS + AMP DIL X 2 ML;286;2021-09-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 500 MG IM PO SOL INJ CT FA VD TRANS + DIL X 2 ML;1304;2021-10-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 500 MG PO SOL INJ IM CT FA VD TRANS + DIL AMP VD TRANS X 2 ML;7;2019-12-01
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA 500 MG PO SOL INJ IM CT FA VD TRANS+ DIL AMP VD TRANS X 2 ML;10152;2021-10-01
CEFTRIAXONA SÓDICA 1 G PÓ INJ IV CT 25 FA VD TRANS + 25 AMP DIL X 10 ML;8;2020-05-01
CEFTRIAXONA SÓDICA 1G PO SOL INJ IM CT 5 FA VD TRANS + 5 DIL AMP VD TRANS X 3,5 ML;118;2021-10-01
CEFTRIAXONA SÓDICA 1G PO SOL INJ IM CT FA VD TRANS + DIL AMP VD TRANS X 3,5 ML;2310;2021-10-01
CEFTRIAXONA SÓDICA 500 MG PO SOL INJ IM CT FA VD TRANS+ DIL AMP VD TRANS X 2 ML;126;2021-07-01
CELECOXIBE 100 MG CAP DURA CT BL AL PLAS TRANS X 20;2966;2021-10-01
CELECOXIBE 100 MG CAP GEL DURA CT 2 BL AL PLAS INC X 10;17;2021-01-01
CELECOXIBE 100 MG CAP GEL DURA CT BL AL PLAS INC X 10;1;2019-01-01
CELECOXIBE 100 MG CAP GEL DURA CT BL AL PLAS INC X 20;3342;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL AL X 30;103;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC TRANS X 10;33;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC/ACLAR TRANS X 10;3403;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC/ACLAR TRANS X 15;215;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 10;109359;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 15;3605;2019-12-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 30;6822;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 10;12;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30;2;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS TRANS X 10;80084;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS TRANS X 15;27647;2021-10-01
CELECOXIBE 200 MG CAP DURA CT BL AL PLAS TRANS X 30;10288;2021-10-01
CELECOXIBE 200 MG CAP GEL DURA CT 3 BL AL PLAS INC X 10;18;2019-12-01
CELECOXIBE 200 MG CAP GEL DURA CT BL AL PLAS INC X 10;10181;2021-10-01
CELECOXIBE 200 MG CAP GEL DURA CT BL AL PLAS INC X 15;3900;2021-10-01
CELECOXIBE 200 MG CAP GEL DURA CT BL AL PLAS INC X 30;3138;2021-10-01
CELECOXIBE 200 MG CAP GEL DURA CT BL AL PLAS TRANS X 10;20054;2021-10-01
CELECOXIBE 200 MG CAP GEL DURA CT BL AL PLAS TRANS X 15;9018;2021-10-01
CELECOXIBE 200 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;3806;2021-10-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,5 + 2,5) MG/G CR DERM CT BG AL X 10G ;7;2021-05-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,5 + 2,5) MG/G CR DERM CT BG AL X 30G ;2;2020-02-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,5 + 2,5) MG/G POM DERM CT BG AL X 10G ;6;2019-09-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,5 + 2,5) MG/G POM DERM CT BG AL X 30 G;6;2019-05-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,5 + 2,5) MG/G POM DERM CT BG AL X 30 G ;3;2020-09-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,64 + 2,5) MG / G CREM DERM CT BG AL X 30 G;24;2019-10-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,64 + 2,5) MG/G CREM DERM CT BG AL X 10 G;2;2020-03-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,64 + 2,5) MG/G CREM DERM CT BG AL X 30 G;4;2021-05-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,64 + 2,5) MG/G POM DERM CT BG AL X 30 G;5;2019-11-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA (20,0 + 0,64 + 2,5) MG/G POM DERM CT BG AL X 30 G ;8;2019-07-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG + 0.5 MG + 2.5 MG CREM DERM CT BG AL X 30 G ;1;2021-02-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG + 0.5 MG + 2.5 MG POM DERM CT BG AL X 30 G ;1;2021-02-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG /G + 0,64 MG / G + 2,5 MG /G CREM DERM CT BG AL X 15 G ;2;2020-08-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG/G + 0,5 MG/G + 2,5 MG/G CREM DERM CT BG AL X 30 G;8;2018-10-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG/G + 0,5 MG/G + 2,5 MG/G CREM DERM CT BG AL X 30 G ;6;2019-11-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG/G + 0,5 MG/G + 2,5 MG/G POM DERM CT BG AL X 30 G;11;2019-02-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG/G + 0,5 MG/G + 2,5 MG/G POM DERM CT BG AL X 30 G ;13;2021-07-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG/G + 0,64 MG/G + 2,5 MG/G CREM DERM CT BG AL X 30 G;4;2018-03-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20 MG/G + 0,64 MG/G + 2,5 MG/G POM DERM CT BG AL X 30 G ;22;2020-10-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20MG + 0,5MG + 2,5MG POM DERM CT BG AL X 30G;2;2018-01-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA 20MG/G + 0,64MG/G + 2,5MG/G CREM DERM CT BG AL X 30G   ;12;2019-07-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA 20 MG + 0,5 MG/G CREM DERM CT BG AL X 30 G;18;2020-01-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA 20 MG + 0,5 MG/G POM DERM CT BG AL X 30 G;12;2020-01-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA 20 MG/G + 0,5 MG/G POM DERM CT BG AL X 30 G;2;2019-04-01
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA 20MG/G + 0,5 MG/G CREM DERM CT BG AL X 30G ;2;2018-02-01
CETOCONAZOL 200 MG COM CT BL AL PLAS TRANS X 10;16;2020-06-01
CICLOPIROX OLAMINA 10 MG/G CREM DERM CT BG AL X 20 G ;1;2021-10-01
CICLOSPORINA 100 MG/ML SOL OR CT FR VD AMB X 50 ML;1;2017-12-01
CINARIZINA 75 MG COM CT BL AL PLAS TRANS X 30;6;2018-11-01
CIPIONATO DE TESTOSTERONA 100 MG/ML SOL INJ CT AMP VD AMB X 2 ML;3;2021-10-01
CIPIONATO DE TESTOSTERONA 100 MG/ML SOL INJ CX 3 AMP VD AMB X 2 ML;167385;2021-10-01
CIPROFIBRATO 100 MG COM CT BL AL PLAS INC X 30;6;2021-08-01
CIPROFLOXACINO + CLORIDRATO DE CIPROFLOXACINO 1000 MG COM REV MULT LIB PROL CT BL AL PLAS INC X 3;7;2018-01-01
CIPROFLOXACINO + CLORIDRATO DE CIPROFLOXACINO 1000 MG COM REV MULT LIB PROL CT BL AL PLAS INC X 7;2;2018-02-01
CIPROFLOXACINO + CLORIDRATO DE CIPROFLOXACINO 1000 MG COM REV MULT LIB PROL CT BL AL PLAS(PP) INC X 3;36;2018-08-01
CIPROFLOXACINO + CLORIDRATO DE CIPROFLOXACINO 1000 MG COM REV MULT LIB PROL CT BL AL PLAS(PP) INC X 7;49;2018-08-01
CIPROFLOXACINO + CLORIDRATO DE CIPROFLOXACINO 500 MG COM REV MULT LIB PROL CT BL AL PLAS INC X 3 ;50;2018-10-01
CIPROFLOXACINO + CLORIDRATO DE CIPROFLOXACINO 500 MG COM REV MULT LIB PROL CT BL AL PLAS(PP) INC X 3 ;199;2018-10-01
CIPROFLOXACINO + CLORIDRATO DE CIPROFLOXACINO 500 MG COM REV MULT LIB PROL CT BL AL PLAS(PP) INC X 7 ;194;2019-05-01
CIPROFLOXACINO + DEXAMETASONA 3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 2,5 ML ;15;2019-10-01
CIPROFLOXACINO + DEXAMETASONA 3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML;849;2021-10-01
CIPROFLOXACINO + HIDROCORTISONA MICRONIZADA 2,0 MG + 10 MG/ML SUS OTO CT FR OPC GOT X 5 ML ;17817;2021-10-01
CIPROFLOXACINO + HIDROCORTISONA MICRONIZADA 2,0 MG + 10 MG/ML SUS OTO CT FR PLAS TRANS + GOT X 5 ML  ;71321;2021-10-01
CIPROFLOXACINO 500 MG COM REV CT FR VD AMB X 10;684;2021-10-01
CITALOPRAM 20 MG COM CT BL AL PVC X 28;71;2020-01-01
CITALOPRAM 20 MG COM REV CT BL AL PLAS INC X 30;26794;2021-10-01
CITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 100;58;2020-06-01
CITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 28;3110;2021-10-01
CITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 28 ;4304;2021-10-01
CITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 30;108666;2021-10-01
CITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 60;6305;2021-10-01
CITRATO DE SILDENAFILA 50 MG COM REV CT BL AL PLAS INC X 8;2;2018-09-01
CITRATO DE SILDENAFILA 50 MG COM REV CT BL AL PLAS TRANS X 4;3;2021-07-01
CITRATO DE SÓDIO DI-HIDRATADO + CLORETO DE AMÔNIO + CLORIDRATO DE DIFENIDRAMINA (5,0 + 50,0 + 10,0) MG PAS DURA CT ENV AL X 12 (SBR FRAMBOESA);6;2018-09-01
CITRATO DE TAMOXIFENO 20 MG COM REV CT BL AL AL X 30 ;1;2018-07-01
CLARITROMICINA 25 MG/ML GRAN SUS OR CT FR PLAS OPC X 60 ML+FR PLAS DIL X 31 ML+SER PLAS ;1642;2021-10-01
CLARITROMICINA 25 MG/ML GRAN SUS PED CT FR PLAS OPC X 60 ML + SER DOS + ADAPT;1466;2021-10-01
CLARITROMICINA 50 MG/ML GRAN SUS OR CT FR PLAS OPC X 60 ML+FR PLAS DIL X 31 ML+SER PLAS ;13316;2021-10-01
CLARITROMICINA 50 MG/ML GRAN SUS PED CT FR PLAS OPC X 60 ML + SER DOS + ADAPT;10026;2021-10-01
CLARITROMICINA 500 MG COM LIB PROL CT BL AL PLAS TRANS X 10;8315;2021-10-01
CLARITROMICINA 500 MG COM LIB PROL CT BL AL PLAS TRANS X 7;5991;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL / AL X 10;293;2020-05-01
CLARITROMICINA 500 MG COM REV CT BL AL / AL X 14;1;2018-02-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS INC X 10;2589;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS INC X 10 ;3061;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS INC X 14;7056;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS OPC X 10;5593;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS OPC X 14;10890;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS OPC X 20;182;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS TRANS X 10 ;11337;2021-10-01
CLARITROMICINA 500 MG COM REV CT BL AL PLAS TRANS X 14;12466;2021-10-01
CLINDAMICINA + PERÓXIDO DE BENZOÍLA 10 MG/G + 50MG/G GEL CT BG PLAS OPC X 30G;620;2021-09-01
CLINDAMICINA + PERÓXIDO DE BENZOÍLA 10 MG/G + 50MG/G GEL CT BG PLAS OPC X 45G;25660;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA (0,5 + 1,0 + 10,0 + 10,0) MG/G CREM DERM CT BG AL X 20 G;700;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA (0,5 + 1,0 + 10,0 + 10,0) MG/G POM DERM CT BG AL X 20 G;1084;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA (0,5 +1,0 + 10,0 + 10,0)MG/G CREM CT BG AL X 20 G ;207;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA (0,5 +1,0 + 10,0 + 10,0)MG/G POM CT BG AL X 20 G  ;154;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA (0,5+1+10+10) MG/G CREM DERM CT BG AL X 20 G;301;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA (0.5 + 1 + 10 + 10) MG/G CREM DERM CT BG AL X 20 G;55;2021-04-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG /G + 1,0 MG /G + 10,0 MG /G + 10,0 MG/G CREM DERM CT 50 BG AL X 20G;93;2018-12-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG /G + 1,0 MG /G + 10,0 MG /G + 10,0 MG/G CREM DERM CT BG AL X 20G;2084;2021-02-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/ G + 1,0 MG/ G + 10,0 MG/ G + 10,0 MG/ G POM DERM CT BG AL X 20 G;27;2020-02-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1 MG/G + 10 MG/G + 10 MG/G CREM DERM CT BG AL X 20 G;6644;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20G ;39;2019-01-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10 MG/G CREM DERM CT BG AL X 10 G;1624;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10 MG/G CREM DERM CT BG AL X 15 G;14;2018-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10 MG/G CREM DERM CT BG AL X 20 G;782;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10 MG/G POM CT BG AL X 20 G  ;1980;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 15 G;5;2018-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20 G ;163;2019-08-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20 G  ;1690;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10 MG/G + 10MG/G POM DERM CT BG AL X 20 G;107;2020-09-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10,0 MG/G + 10,0 MG/G CREM DERM CT BG AL X 10 G;1807;2021-07-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10,0 MG/G + 10,0 MG/G CREM DERM CT BG AL X 20 G;4664;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10,0 MG/G + 10,0 MG/G POM DERM CT BG AL X 10 G;27;2021-05-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10,0 MG/G + 10,0 MG/G POM DERM CT BG AL X 20 G;849;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G + 1,0 MG/G + 10,0 MG/G + 10,0 MG/G POM DERM CT BG AL X 20 G ;1;2018-04-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G+1,0MG/G+10 MG/G+10 MG/G CREM DERM CT BG AL X 15 G;106;2021-07-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,5 MG/G+1,0MG/G+10 MG/G+10 MG/G POM DERM CT BG AL X 15 G ;85;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,50 MG/G + 1 MG/G + 10 MG/G + 10 MG/G CREM DERM CT BG AL X 15 G;15;2020-01-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,50 MG/G + 1 MG/G + 10 MG/G + 10 MG/G CREM DERM CT BG AL X 20 G;18014;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,50 MG/G + 1 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 15 G;9;2019-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,50 MG/G + 1 MG/G + 10 MG/G + 10 MG/G POM DERM CT BG AL X 20 G;11372;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,50 MG/G + 1MG/G + 10 MG/G + 10 MG/G CREM DERM CX 06 CT BG AL X 20 G;2670;2021-10-01
CLIOQUINOL + SULFATO DE GENTAMICINA + TOLNAFTATO + VALERATO DE BETAMETASONA 0,50 MG/G + 1MG/G + 10 MG/G + 10 MG/G POM DERM CX 6 CT BG AL X 20 G;1600;2021-10-01
CLOBAZAM 10 MG COM CT BL AL PLAS LAR X 20;616;2018-12-01
CLOBAZAM 10 MG COM CT BL AL PLAS TRANS X 20  ;109643;2021-10-01
CLOBAZAM 10 MG COM CT BL AL PVC TRANS X 20  ;47157;2021-10-01
CLOBAZAM 20 MG COM CT BL AL PLAS LAR X 20;78;2018-08-01
CLOBAZAM 20 MG COM CT BL AL PLAS TRANS X 20;44410;2021-10-01
CLOBAZAM 20 MG COM CT BL AL PVC TRANS X 20  ;12936;2021-10-01
CLOBAZAM 20 MG COM CT FR VD TRANS X 20;11622;2021-10-01
CLONAZEPAM 0,25 MG COM SUB CT BL AL PLAST TRANS X 30;108184;2021-10-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS INC X 20;182;2021-09-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS INC X 30;10822;2021-10-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS INC X 60;4036;2021-10-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS OPC X 30;18815;2021-10-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS OPC X 60;9941;2021-10-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS TRANS X 20;1110;2021-10-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS TRANS X 20 ;11;2019-03-01
CLONAZEPAM 0,5 MG COM CT BL AL PLAS TRANS X 30;86005;2021-10-01
CLONAZEPAM 0,5MG COM CT BL AL PLAS OPC X 30;338;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL AL X 30;1182;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS INC X 20;971;2021-09-01
CLONAZEPAM 2 MG COM CT BL AL PLAS INC X 30;54870;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS INC X 60;14109;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS LEIT X 30;3;2019-04-01
CLONAZEPAM 2 MG COM CT BL AL PLAS OPC X 20;1333;2021-08-01
CLONAZEPAM 2 MG COM CT BL AL PLAS OPC X 30;175999;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS OPC X 60;64425;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS OPC X 60 (EMB HOSP);5;2020-01-01
CLONAZEPAM 2 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 30;8463;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS PVC/PE/PVDC TRANS X 60;164;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS PVDC OPC X 20;2399;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS PVDC OPC X 30;127897;2021-10-01
CLONAZEPAM 2 MG COM CT BL AL PLAS PVDC OPC X 60;7094;2021-10-01
